2018;08;04;07;00;29.23;30.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;20.22;2.67;11.18;56.82;26.99;43.92;30.63;87.31;16.56
2018;08;04;08;00;31.25;27.00;1013.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;114.81;11.63;68.20;20.67;54.93;26.48;82.97;14.76
2018;08;04;09;00;35.07;23.00;1013.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;300.82;12.73;98.13;14.06;103.32;24.48;89.16;15.12
2018;08;04;10;00;30.24;38.00;1014.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;482.38;20.97;145.49;22.57;146.06;24.12;90.00;26.64
2018;08;04;11;00;31.15;37.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;641.69;25.72;136.70;28.52;136.02;25.20;90.82;36.00
2018;08;04;12;00;30.68;37.00;1015.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;772.52;24.34;141.60;25.28;144.27;24.15;100.30;25.56
2018;08;04;13;00;31.46;36.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;859.74;15.86;182.60;17.29;182.39;5.86;42.51;14.40
2018;08;04;14;00;33.24;33.00;1015.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;894.45;12.61;181.64;14.21;171.25;9.45;319.64;9.36
2018;08;04;15;00;33.78;29.00;1015.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;876.65;11.97;201.16;12.41;196.86;16.56;312.36;10.08
2018;08;04;16;00;33.27;29.00;1014.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;806.34;11.59;216.16;11.18;213.18;22.53;347.07;9.72
2018;08;04;17;00;33.05;29.00;1013.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;694.20;11.46;226.27;10.44;223.60;31.79;346.91;15.48
2018;08;04;18;00;33.21;32.00;1013.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;543.79;9.61;257.01;9.47;261.25;36.72;359.44;19.08
2018;08;04;19;00;39.14;20.00;1012.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;367.57;13.80;344.88;22.91;351.87;40.28;7.19;19.80
2018;08;04;20;00;37.71;18.00;1012.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;180.67;22.03;355.31;30.63;357.31;47.87;15.71;24.84
2018;08;04;21;00;34.70;19.00;1012.30;0.00;0.00;0.00;0.00;0.00;0.00;40.74;23.14;22.68;360.00;36.02;1.72;45.57;27.78;26.28
2018;08;04;22;00;36.46;17.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28.31;7.31;43.09;9.62;42.85;35.43;30.60
2018;08;04;23;00;36.38;17.00;1012.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;28.01;17.97;43.38;18.89;48.46;35.93;38.52
2018;08;05;00;00;34.92;18.00;1013.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22.07;33.69;39.08;31.05;43.66;40.65;30.24
2018;08;05;01;00;23.73;67.00;1014.00;0.00;0.00;2.00;0.00;0.00;2.00;0.00;0.00;13.24;112.38;18.49;83.29;44.43;37.43;28.08
2018;08;05;02;00;21.18;90.00;1013.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;13.58;122.01;30.89;126.47;46.16;41.52;30.24
2018;08;05;03;00;20.56;95.00;1014.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.62;112.38;20.11;134.27;45.32;46.29;19.08
2018;08;05;04;00;21.75;87.00;1014.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.29;103.24;15.58;139.69;45.34;46.93;19.44
2018;08;05;05;00;22.07;82.00;1014.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.38;73.61;14.01;115.91;44.87;51.84;19.08
2018;08;05;06;00;21.77;81.00;1014.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.42;67.17;12.72;115.11;39.92;50.86;18.00
2018;08;05;07;00;21.99;78.00;1014.20;0.00;0.00;0.00;0.00;0.00;0.00;19.39;1.78;7.29;57.09;8.40;120.96;34.99;49.59;15.84
2018;08;05;08;00;25.83;59.00;1014.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;113.92;6.88;47.12;7.34;101.31;33.61;45.87;10.80
2018;08;05;09;00;30.38;38.00;1014.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;301.71;6.61;119.36;7.39;133.03;32.11;42.27;14.04
2018;08;05;10;00;31.75;33.00;1014.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;485.05;8.53;152.35;8.89;148.24;31.36;41.74;8.64
2018;08;05;11;00;32.93;31.00;1014.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;644.36;8.91;165.96;8.31;162.35;31.71;39.47;15.84
2018;08;05;12;00;32.69;32.00;1014.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;774.30;12.24;180.00;12.29;174.96;33.65;34.54;17.28
2018;08;05;13;00;30.38;46.00;1014.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;857.07;13.83;218.66;14.11;217.75;15.63;14.68;10.44
2018;08;05;14;00;30.31;47.00;1014.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;891.78;15.53;225.94;15.78;225.00;13.01;14.42;13.32
2018;08;05;15;00;30.07;47.00;1014.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;874.87;18.50;232.91;19.01;232.70;11.54;3.58;18.36
2018;08;05;16;00;30.47;47.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;806.34;18.88;235.10;20.27;236.59;16.66;6.20;22.32
2018;08;05;17;00;36.12;27.00;1011.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;695.09;13.68;268.49;13.20;281.00;26.37;4.70;19.08
2018;08;05;18;00;40.06;15.00;1011.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;544.68;19.30;351.42;26.53;352.20;32.07;2.57;27.36
2018;08;05;19;00;37.83;14.00;1011.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;367.57;18.72;358.90;23.76;359.13;39.06;9.55;30.24
2018;08;05;20;00;33.91;17.00;1011.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;179.78;19.85;355.84;27.36;359.25;43.00;11.59;27.00
2018;08;05;21;00;30.51;21.00;1011.30;0.00;0.00;0.00;0.00;0.00;0.00;39.72;22.25;21.63;357.14;29.56;357.21;46.19;14.90;29.16
2018;08;05;22;00;30.19;24.00;1011.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.57;4.01;30.02;5.51;54.32;23.85;34.92
2018;08;05;23;00;29.84;26.00;1011.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.51;21.80;21.33;21.80;48.47;31.33;24.48
2018;08;06;00;00;24.21;60.00;1013.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.42;136.55;10.48;105.95;45.54;34.70;21.24
2018;08;06;01;00;22.98;64.00;1013.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.30;112.48;30.56;105.02;51.39;39.60;27.36
2018;08;06;02;00;22.27;65.00;1013.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.03;85.43;25.58;103.84;52.26;48.07;19.08
2018;08;06;03;00;22.69;60.00;1013.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.37;64.54;17.16;99.66;47.44;57.40;19.08
2018;08;06;04;00;23.57;55.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.70;53.75;10.63;118.30;42.83;63.00;17.64
2018;08;06;05;00;23.73;57.00;1013.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.83;71.57;11.44;114.15;34.65;66.10;17.28
2018;08;06;06;00;23.31;61.00;1013.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.41;60.95;11.53;104.47;26.02;75.58;12.96
2018;08;06;07;00;23.25;62.00;1013.40;0.00;0.00;0.00;0.00;0.00;0.00;18.56;1.78;7.64;45.00;12.52;108.43;23.94;77.85;14.40
2018;08;06;08;00;26.67;51.00;1013.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;111.25;6.44;26.57;9.11;99.09;15.52;86.01;10.80
2018;08;06;09;00;30.33;39.00;1014.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;298.15;5.77;93.58;6.92;98.97;13.28;77.47;10.80
2018;08;06;10;00;31.88;36.00;1013.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;481.49;6.49;146.31;6.70;143.75;13.85;62.10;8.28
2018;08;06;11;00;32.50;35.00;1013.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;640.80;10.50;174.09;10.66;168.31;14.69;59.04;11.52
2018;08;06;12;00;32.58;34.00;1013.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;771.63;12.62;176.73;13.85;171.03;13.04;50.60;12.24
2018;08;06;13;00;33.94;30.00;1013.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;858.85;14.88;237.85;14.48;235.12;19.80;36.87;14.04
2018;08;06;14;00;35.13;30.00;1013.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;893.56;16.26;242.30;16.12;240.57;17.24;28.71;17.28
2018;08;06;15;00;36.06;28.00;1013.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;874.87;17.31;266.42;17.31;266.42;13.91;10.44;16.20
2018;08;06;16;00;35.37;30.00;1012.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;806.34;17.73;282.91;17.56;285.46;13.32;360.00;18.36
2018;08;06;17;00;36.37;26.00;1011.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;694.20;14.02;318.12;12.98;326.31;16.87;11.07;20.16
2018;08;06;18;00;35.82;23.00;1011.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;543.79;19.59;342.90;19.72;338.59;16.20;1.27;23.40
2018;08;06;19;00;30.28;27.00;1011.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;369.35;25.07;347.56;28.17;349.70;15.19;354.56;26.28
2018;08;06;20;00;25.22;38.00;1011.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;180.67;22.53;347.07;23.58;347.66;15.60;341.15;25.92
2018;08;06;21;00;20.63;56.00;1011.90;0.00;0.00;0.00;0.00;0.00;0.00;38.67;21.36;21.08;352.15;23.54;353.85;20.00;336.67;32.04
2018;08;06;22;00;19.52;62.00;1012.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.09;354.29;22.73;356.37;23.68;331.88;30.60
2018;08;06;23;00;18.88;66.00;1012.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.86;357.40;21.96;360.00;26.80;329.30;29.16
2018;08;07;00;00;18.31;70.00;1012.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.96;360.00;22.01;3.75;28.59;323.71;24.84
2018;08;07;01;00;17.71;75.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.66;8.88;20.48;10.12;31.99;320.94;20.52
2018;08;07;02;00;16.77;80.00;1012.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.18;25.56;16.45;23.20;33.74;320.19;14.04
2018;08;07;03;00;16.40;83.00;1012.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.42;22.83;11.50;20.14;32.33;314.55;7.56
2018;08;07;04;00;15.87;90.00;1012.50;0.00;0.00;25.00;0.00;0.00;25.00;0.00;0.00;6.62;22.38;4.69;32.47;30.89;310.75;6.48
2018;08;07;05;00;16.14;90.00;1012.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;6.29;23.63;3.22;63.43;28.04;311.88;2.88
2018;08;07;06;00;15.51;88.00;1012.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.98;25.64;14.08;32.47;19.96;320.86;13.32
2018;08;07;07;00;15.26;89.00;1012.90;0.00;0.00;0.00;0.00;0.00;0.00;17.72;1.78;16.31;22.04;25.54;21.50;12.18;341.03;13.68
2018;08;07;08;00;19.11;73.00;1013.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;111.25;22.26;22.83;26.61;23.10;7.29;339.78;21.60
2018;08;07;09;00;22.02;61.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;301.71;24.07;21.96;27.09;23.50;3.40;327.99;20.88
2018;08;07;10;00;24.65;53.00;1012.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;486.83;23.57;18.71;25.16;19.21;1.84;281.31;15.48
2018;08;07;11;00;27.45;45.00;1012.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;648.81;23.66;13.19;24.10;13.83;1.30;326.31;15.84
2018;08;07;12;00;29.73;40.00;1011.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;778.75;24.80;9.19;25.21;9.87;4.33;4.76;19.44
2018;08;07;13;00;32.47;33.00;1011.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;865.97;27.34;9.09;29.02;11.45;8.12;12.80;23.40
2018;08;07;14;00;33.38;32.00;1011.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;900.68;26.68;3.09;27.83;5.19;14.26;47.05;23.40
2018;08;07;15;00;32.42;37.00;1011.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;881.99;28.52;355.66;29.56;357.21;7.97;18.43;23.04
2018;08;07;16;00;30.39;42.00;1011.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;814.35;31.53;353.44;33.64;354.47;5.40;323.13;25.56
2018;08;07;17;00;29.10;45.00;1011.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;701.32;33.71;353.25;37.29;353.90;2.55;315.00;26.28
2018;08;07;18;00;27.43;48.00;1011.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;548.24;34.03;353.93;38.69;354.66;5.77;3.58;34.56
2018;08;07;19;00;25.56;52.00;1011.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;369.35;31.85;354.16;37.91;355.64;8.65;16.93;33.48
2018;08;07;20;00;22.91;62.00;1011.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;178.00;29.24;355.76;36.40;357.17;10.81;358.09;31.68
2018;08;07;21;00;20.27;73.00;1011.50;0.00;0.00;0.00;0.00;0.00;0.00;37.61;20.47;26.64;360.00;36.01;1.15;13.32;1.55;29.88
2018;08;07;22;00;19.46;76.00;1012.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26.04;5.55;35.23;7.63;14.40;360.00;28.44
2018;08;07;23;00;18.95;72.00;1012.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26.34;10.23;35.30;11.77;12.68;353.48;21.96
2018;08;08;00;00;18.31;73.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25.85;12.87;34.58;14.47;10.48;344.05;20.88
2018;08;08;01;00;17.68;76.00;1013.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26.02;14.42;35.11;15.46;10.59;342.18;21.24
2018;08;08;02;00;16.94;79.00;1012.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;25.76;15.40;34.86;16.19;9.23;339.44;20.52
2018;08;08;03;00;16.19;82.00;1012.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;23.84;14.88;31.90;16.39;8.37;334.54;18.72
2018;08;08;04;00;15.57;84.00;1012.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.90;10.92;28.39;12.45;8.70;335.56;17.28
2018;08;08;05;00;15.01;87.00;1012.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.42;9.13;27.76;9.71;8.77;340.82;16.92
2018;08;08;06;00;14.34;91.00;1012.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.53;7.82;25.86;8.81;7.86;344.05;15.48
2018;08;08;07;00;14.34;91.00;1012.80;0.00;0.00;0.00;0.00;0.00;0.00;16.89;0.89;18.18;7.97;25.10;8.25;5.69;341.57;14.76
2018;08;08;08;00;17.59;75.00;1013.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;111.25;20.77;8.97;21.54;9.62;2.97;345.96;15.84
2018;08;08;09;00;20.08;64.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;302.60;22.31;10.22;22.73;10.95;1.44;360.00;16.20
2018;08;08;10;00;22.48;57.00;1013.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;490.39;23.62;7.88;24.39;8.49;1.30;33.69;16.92
2018;08;08;11;00;24.78;50.00;1012.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;654.15;23.83;4.33;24.61;5.88;2.31;38.66;17.64
2018;08;08;12;00;26.74;44.00;1012.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;784.98;24.13;358.29;24.84;359.17;2.41;26.57;18.36
2018;08;08;13;00;27.81;41.00;1013.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;872.20;28.88;349.95;30.96;351.30;2.16;360.00;23.04
2018;08;08;14;00;27.96;41.00;1013.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;908.69;31.71;347.54;34.52;348.57;3.32;347.47;27.00
2018;08;08;15;00;27.79;42.00;1013.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;890.89;33.89;347.74;37.77;349.01;4.33;355.24;28.80
2018;08;08;16;00;27.19;46.00;1013.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;820.58;35.73;347.78;40.74;348.79;7.56;360.00;30.96
2018;08;08;17;00;26.33;52.00;1013.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;703.99;36.16;347.35;41.94;348.11;12.61;1.64;31.32
2018;08;08;18;00;24.66;59.00;1013.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;547.35;36.86;347.59;43.70;348.60;18.01;2.29;40.68
2018;08;08;19;00;22.45;67.00;1013.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;364.90;34.95;348.11;42.15;349.17;20.88;0.99;29.52
2018;08;08;20;00;20.53;75.00;1014.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;172.66;31.49;349.46;40.13;350.71;21.71;354.29;30.60
2018;08;08;21;00;18.87;81.00;1014.50;0.00;0.00;0.00;0.00;0.00;0.00;36.52;17.80;28.77;351.36;38.49;352.48;24.65;353.29;32.04
2018;08;08;22;00;18.64;82.00;1015.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26.73;355.36;36.78;356.63;26.64;359.23;26.28
2018;08;08;23;00;18.43;83.00;1015.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.50;357.47;34.20;359.40;28.80;360.00;30.60
2018;08;09;00;00;18.18;85.00;1016.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22.69;358.18;32.40;359.36;29.52;0.70;29.52
2018;08;09;01;00;17.81;88.00;1016.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.17;357.95;29.17;358.59;30.26;2.05;27.36
2018;08;09;02;00;17.46;90.00;1016.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.72;360.00;27.00;360.00;31.39;3.95;20.88
2018;08;09;03;00;17.23;90.00;1016.10;0.00;0.00;2.00;0.00;0.00;2.00;0.00;0.00;19.09;2.16;27.78;3.72;35.04;4.71;24.48
2018;08;09;04;00;16.99;90.00;1015.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.56;6.34;29.07;7.83;34.63;3.58;26.64
2018;08;09;05;00;16.95;83.00;1016.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21.49;8.67;31.49;10.54;33.71;6.75;29.16
2018;08;09;06;00;16.45;82.00;1016.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22.38;11.13;32.14;12.95;32.79;8.84;25.20
2018;08;09;07;00;16.20;83.00;1017.10;0.00;0.00;0.00;0.00;0.00;0.00;16.05;0.89;21.25;10.74;31.71;12.46;30.24;8.90;20.16
2018;08;09;08;00;18.87;69.00;1017.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;106.80;25.15;9.06;31.07;10.01;30.82;14.20;22.68
2018;08;09;09;00;20.85;58.00;1017.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;297.26;28.41;8.75;33.20;9.36;29.97;16.04;24.48
2018;08;09;10;00;23.06;47.00;1017.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;485.05;28.27;6.58;31.97;7.77;29.28;20.89;24.12
2018;08;09;11;00;25.04;40.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;649.70;27.51;6.01;30.45;6.79;29.83;29.66;23.04
2018;08;09;12;00;26.76;37.00;1017.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;781.42;26.34;3.92;28.59;5.78;28.56;33.69;21.96
2018;08;09;13;00;28.28;34.00;1017.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;871.31;23.77;358.26;24.84;360.00;26.34;21.66;21.24
2018;08;09;14;00;28.39;38.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;904.24;25.92;350.41;26.93;351.54;26.43;24.12;23.04
2018;08;09;15;00;28.07;40.00;1017.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;886.44;28.31;348.26;30.01;349.63;28.67;35.29;25.20
2018;08;09;16;00;27.65;39.00;1016.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;816.13;31.52;346.12;34.32;347.28;27.36;32.64;24.48
2018;08;09;17;00;26.63;41.00;1016.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;703.10;35.46;344.69;40.78;346.21;28.26;34.09;29.52
2018;08;09;18;00;25.52;43.00;1016.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;547.35;37.02;346.50;43.85;347.68;29.35;33.50;30.60
2018;08;09;19;00;24.31;45.00;1016.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;364.90;35.87;349.59;43.38;350.93;32.15;34.05;36.36
2018;08;09;20;00;22.54;51.00;1016.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;171.77;33.76;352.65;42.70;354.19;34.37;43.73;35.64
2018;08;09;21;00;20.94;52.00;1017.40;0.00;0.00;0.00;0.00;0.00;0.00;35.41;16.91;32.42;358.09;43.56;359.53;28.12;50.19;32.04
2018;08;09;22;00;20.03;55.00;1018.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;29.57;3.49;40.12;5.15;19.47;56.31;29.88
2018;08;09;23;00;19.02;59.00;1018.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;27.70;8.97;38.06;10.35;12.23;47.39;30.60
2018;08;10;00;00;18.06;64.00;1018.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;26.48;11.77;35.54;13.47;8.65;45.00;31.68
2018;08;10;01;00;17.19;67.00;1018.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;24.54;14.44;31.55;16.57;8.40;46.74;19.08
2018;08;10;02;00;15.60;74.00;1018.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;22.01;15.17;27.10;16.99;8.91;46.64;16.56
2018;08;10;03;00;15.04;76.00;1017.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.62;16.22;24.38;16.29;9.69;31.33;15.84
2018;08;10;04;00;14.87;76.00;1017.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;19.35;18.43;23.80;17.61;10.50;22.17;28.80
2018;08;10;05;00;14.65;77.00;1017.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.58;21.60;25.41;20.75;11.30;30.65;36.36
2018;08;10;06;00;14.69;77.00;1017.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;18.25;22.01;27.48;21.52;12.41;29.54;34.92
2018;08;10;07;00;13.71;84.00;1017.40;0.00;0.00;0.00;0.00;0.00;0.00;15.20;0.89;14.99;24.10;27.09;23.50;15.02;45.97;10.80
2018;08;10;08;00;17.77;67.00;1017.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;106.80;15.65;23.03;21.27;23.96;17.97;57.26;12.24
2018;08;10;09;00;23.18;46.00;1018.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;299.04;17.19;19.57;15.98;22.52;17.41;60.26;13.68
2018;08;10;10;00;27.48;33.00;1017.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;487.72;18.86;23.63;21.10;25.25;17.78;68.63;19.08
2018;08;10;11;00;30.80;26.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;651.48;17.92;22.44;19.81;24.70;17.76;72.30;13.68
2018;08;10;12;00;32.87;22.00;1017.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;784.09;18.56;18.08;20.15;18.76;15.82;78.18;15.48
2018;08;10;13;00;33.92;15.00;1018.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;873.98;9.69;21.80;11.92;25.02;12.82;38.16;6.84
2018;08;10;14;00;34.77;16.00;1017.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;908.69;11.57;354.64;11.89;1.74;12.78;32.35;9.00
2018;08;10;15;00;33.62;24.00;1017.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;886.44;24.48;342.90;25.74;339.54;14.76;45.00;20.88
2018;08;10;16;00;31.65;26.00;1017.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;813.46;31.01;344.51;33.53;345.07;17.07;47.56;29.88
2018;08;10;17;00;30.06;30.00;1017.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;701.32;32.05;345.03;36.06;345.55;19.65;61.56;30.60
2018;08;10;18;00;28.90;29.00;1016.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;545.57;30.93;347.91;35.52;349.49;18.79;53.57;29.52
2018;08;10;19;00;26.92;37.00;1016.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;363.12;27.34;350.91;32.02;351.60;18.67;50.48;25.92
2018;08;10;20;00;24.28;44.00;1016.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;169.10;24.55;355.79;29.57;356.51;18.92;68.81;23.76
2018;08;10;21;00;21.29;55.00;1017.60;0.00;0.00;0.00;0.00;0.00;0.00;34.28;16.02;20.89;1.97;24.55;4.21;19.91;77.47;20.88
2018;08;10;22;00;21.09;56.00;1018.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;21.84;8.53;26.28;9.46;19.83;86.88;21.24
2018;08;10;23;00;21.31;46.00;1018.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;20.78;14.04;28.48;16.14;17.70;94.67;18.36
2018;08;11;00;00;20.39;46.00;1018.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.65;21.57;27.35;20.82;16.39;109.23;15.48
2018;08;11;01;00;19.65;49.00;1018.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.68;31.87;28.22;29.84;15.31;131.19;14.04
2018;08;11;02;00;18.85;54.00;1018.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.48;35.54;28.47;32.08;15.55;137.82;10.80
2018;08;11;03;00;18.15;57.00;1018.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;15.38;32.57;32.36;32.28;11.61;150.26;10.44
2018;08;11;04;00;17.38;60.00;1017.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.28;33.69;34.15;34.70;7.73;152.24;12.60
