Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Relative Humidity  [2 m above gnd];Mean Sea Level Pressure  [MSL];Total Precipitation  [sfc];Snowfall amount raw  [sfc];Total Cloud Cover  [sfc];High Cloud Cover  [high cld lay];Medium Cloud Cover  [mid cld lay];Low Cloud Cover  [low cld lay];Sunshine Duration  [sfc];Shortwave Radiation  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd];Wind Speed  [80 m above gnd];Wind Direction  [80 m above gnd];Wind Speed  [900 mb];Wind Direction  [900 mb];Wind Gust  [sfc]
2018;09;10;17;00;30.03;31.00;1017.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;580.28;10.95;242.59;10.14;242.53;4.61;218.66;7.92
2018;09;10;18;00;30.53;31.00;1016.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;416.52;11.18;255.07;11.87;255.96;6.79;237.99;14.40
2018;09;10;19;00;30.31;32.00;1016.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;229.62;10.64;293.96;12.25;294.30;11.90;266.53;19.80
2018;09;10;20;00;25.99;44.00;1016.50;0.00;0.00;0.00;0.00;0.00;0.00;52.04;47.17;9.51;330.52;16.28;341.97;8.76;279.46;19.08
2018;09;10;21;00;23.91;49.00;1016.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.01;2.29;18.12;20.96;9.50;65.38;12.60
2018;09;10;22;00;24.27;47.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.89;79.51;20.18;74.48;9.72;90.00;19.80
2018;09;10;23;00;20.97;77.00;1018.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;14.26;100.18;24.48;126.03;8.64;180.00;23.76
2018;09;11;00;00;19.90;88.00;1018.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.46;116.57;19.72;158.59;7.56;180.00;14.04
2018;09;11;01;00;20.18;86.00;1018.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.79;122.01;16.17;168.44;3.67;168.69;7.20
2018;09;11;02;00;20.59;83.00;1018.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.24;84.29;12.92;167.12;5.69;124.70;12.96
2018;09;11;03;00;20.38;78.00;1018.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.39;85.60;15.63;128.45;9.45;139.64;11.16
2018;09;11;04;00;19.86;76.00;1018.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.16;90.00;25.01;120.26;26.23;133.33;14.40
2018;09;11;05;00;20.16;79.00;1018.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.18;86.31;22.60;112.48;29.46;128.55;15.12
2018;09;11;06;00;19.41;86.00;1018.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;11.25;82.65;22.43;108.73;29.57;121.56;17.28
2018;09;11;07;00;19.12;89.00;1018.50;0.00;0.00;0.00;0.00;0.00;0.00;48.69;0.00;10.59;80.22;22.31;107.85;23.32;98.88;16.56
2018;09;11;08;00;21.44;77.00;1018.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;38.27;12.86;72.07;21.90;99.46;23.83;85.67;19.44
2018;09;11;09;00;25.85;56.00;1018.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;215.38;17.06;97.28;19.77;100.49;26.55;77.47;23.04
2018;09;11;10;00;28.59;46.00;1018.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;401.39;22.38;117.80;25.12;117.30;32.42;88.09;27.00
2018;09;11;11;00;30.26;41.00;1018.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;562.48;21.07;123.15;22.60;120.65;32.45;86.82;26.64
2018;09;11;12;00;31.55;39.00;1018.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;690.64;16.36;129.64;16.49;126.12;24.16;86.58;22.32
2018;09;11;13;00;31.41;38.00;1018.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;774.30;20.50;149.38;22.10;149.68;24.15;100.30;22.32
2018;09;11;14;00;30.97;40.00;1018.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;801.89;20.97;164.05;23.59;164.05;21.32;94.84;24.48
2018;09;11;15;00;30.42;41.00;1017.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;775.19;17.64;181.17;20.21;175.91;16.22;87.46;21.60
2018;09;11;16;00;30.40;41.00;1017.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;695.98;7.99;215.84;8.77;199.18;6.41;51.84;8.28
2018;09;11;17;00;30.87;39.00;1016.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;571.38;6.29;246.37;5.62;230.19;3.10;324.46;15.12
2018;09;11;18;00;30.99;38.00;1016.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;408.51;11.12;299.05;10.79;295.71;5.69;304.70;18.36
2018;09;11;19;00;29.00;41.00;1016.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;222.50;20.43;345.72;23.86;348.69;4.55;341.57;16.56
2018;09;11;20;00;25.47;53.00;1016.80;0.00;0.00;0.00;0.00;0.00;0.00;50.53;43.61;18.78;355.60;26.32;356.86;8.05;26.57;16.56
2018;09;11;21;00;24.11;54.00;1017.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;16.20;358.73;24.16;356.58;11.99;48.65;15.12
2018;09;11;22;00;23.14;54.00;1018.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.11;355.91;21.43;352.28;6.12;61.93;10.80
2018;09;11;23;00;22.65;52.00;1018.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.68;360.00;12.62;356.73;4.45;165.96;17.64
2018;09;12;00;00;22.06;55.00;1019.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.28;161.57;0.72;360.00;8.29;177.51;3.60
2018;09;12;01;00;21.83;59.00;1019.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.00;149.74;4.74;171.25;7.52;163.30;2.16
2018;09;12;02;00;21.13;65.00;1018.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.57;99.46;6.64;139.40;9.69;138.01;5.76
2018;09;12;03;00;20.64;61.00;1018.10;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.09;57.72;7.24;95.71;15.28;124.44;8.28
2018;09;12;04;00;20.43;56.00;1017.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;9.89;56.89;11.17;88.15;19.32;116.57;12.60
2018;09;12;05;00;20.78;61.00;1017.40;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.83;68.55;17.32;110.70;16.08;124.05;17.28
2018;09;12;06;00;20.82;75.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;10.18;81.87;18.20;114.54;19.59;107.10;18.36
2018;09;12;07;00;21.49;79.00;1018.10;0.00;0.00;0.00;0.00;0.00;0.00;47.88;0.00;8.76;80.54;15.46;117.76;21.19;99.78;16.56
2018;09;12;08;00;23.07;75.00;1018.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;37.38;8.53;62.35;11.97;111.16;25.10;98.25;17.64
2018;09;12;09;00;26.72;63.00;1018.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;212.71;7.97;108.43;8.70;114.44;24.01;113.88;16.56
2018;09;12;10;00;28.33;56.00;1018.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;399.61;14.00;133.96;15.31;131.19;30.24;98.90;14.76
2018;09;12;11;00;29.80;52.00;1018.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;561.59;17.43;141.71;18.90;139.64;32.43;98.94;21.96
2018;09;12;12;00;29.53;55.00;1018.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;689.75;20.63;150.75;21.92;150.49;29.54;92.10;22.32
2018;09;12;13;00;28.71;57.00;1020.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;771.63;26.73;154.47;31.24;152.55;27.02;87.71;28.80
2018;09;12;14;00;28.22;62.00;1019.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;799.22;26.28;156.60;30.27;154.65;26.65;88.45;29.16
2018;09;12;15;00;28.11;63.00;1019.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;773.41;22.18;166.87;25.96;163.07;28.44;89.27;29.88
2018;09;12;16;00;27.11;67.00;1019.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;690.64;18.00;180.00;20.57;175.99;28.50;93.62;22.68
2018;09;12;17;00;25.73;75.00;1019.00;0.00;0.00;31.00;0.00;0.00;31.00;40.21;561.59;12.07;206.57;12.43;202.11;27.51;96.01;17.64
2018;09;12;18;00;24.88;80.00;1018.50;0.00;0.00;100.00;0.00;0.00;100.00;0.00;389.82;7.49;234.78;6.41;231.84;26.83;101.61;11.88
2018;09;12;19;00;24.16;83.00;1018.30;0.00;0.00;42.00;0.00;0.00;42.00;33.19;214.49;4.61;231.34;3.60;233.13;23.94;102.15;9.36
2018;09;12;20;00;21.74;95.00;1018.70;0.00;0.00;36.00;0.00;0.00;36.00;30.24;40.94;5.62;230.19;5.15;257.91;18.18;97.97;6.12
2018;09;12;21;00;20.87;97.00;1019.10;0.00;0.00;5.00;0.00;0.00;5.00;0.00;0.00;4.10;217.87;4.33;221.63;13.68;90.00;3.24
2018;09;12;22;00;20.72;97.00;1019.50;0.00;0.00;31.00;0.00;0.00;31.00;0.00;0.00;3.55;156.04;7.15;139.09;11.93;95.19;6.12
2018;09;12;23;00;20.82;95.00;1019.60;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;2.55;171.87;3.60;126.87;11.61;97.13;2.16
2018;09;13;00;00;20.55;95.00;1019.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;4.10;195.26;5.19;213.69;9.73;92.12;7.20
2018;09;13;01;00;20.07;95.00;1019.80;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;5.15;204.78;5.80;209.74;7.20;90.00;6.48
2018;09;13;02;00;19.67;95.00;1019.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;2.90;209.74;2.90;209.74;5.09;81.87;6.12
2018;09;13;03;00;19.41;96.00;1019.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;1.14;198.43;1.30;213.69;3.55;66.04;6.12
2018;09;13;04;00;19.16;96.00;1018.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;0.36;360.00;1.14;341.57;6.11;45.00;7.56
2018;09;13;05;00;18.87;96.00;1018.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;0.80;153.43;0.00;180.00;9.59;55.71;4.68
2018;09;13;06;00;18.54;96.00;1017.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;1.53;135.00;1.44;90.00;9.98;64.36;3.96
2018;09;13;07;00;18.32;96.00;1018.30;0.00;0.00;100.00;0.00;0.00;100.00;0.00;0.00;1.61;116.57;1.80;90.00;8.23;66.80;10.08
2018;09;13;08;00;18.44;94.00;1018.90;0.00;0.00;100.00;0.00;0.00;100.00;0.00;24.03;2.28;161.57;1.61;153.43;4.35;65.56;11.16
2018;09;13;09;00;19.23;90.00;1019.00;0.00;0.00;100.00;0.00;0.00;100.00;0.00;165.54;5.41;176.19;4.68;180.00;1.30;33.69;10.80
2018;09;13;10;00;21.41;74.00;1019.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;398.72;7.95;185.19;7.59;185.44;0.36;270.00;12.60
2018;09;13;11;00;22.06;69.00;1019.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;568.71;10.97;203.20;10.59;197.82;1.44;270.00;12.24
2018;09;13;12;00;22.25;67.00;1018.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;698.65;13.10;217.18;12.78;212.35;2.28;288.43;14.04
2018;09;13;13;00;28.21;51.00;1019.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;778.75;19.48;242.49;19.48;242.49;6.12;90.00;21.60
2018;09;13;14;00;30.81;41.00;1018.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;808.12;19.00;260.18;17.37;264.05;3.26;96.34;18.36
2018;09;13;15;00;31.63;36.00;1017.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;782.31;18.58;278.91;17.56;285.46;4.58;135.00;16.20
2018;09;13;16;00;31.41;35.00;1017.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;703.99;19.59;287.10;19.05;292.20;11.49;147.80;17.64
2018;09;13;17;00;30.71;36.00;1016.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;577.61;19.67;293.75;19.97;297.95;15.48;162.41;16.92
2018;09;13;18;00;29.29;38.00;1016.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;412.07;19.08;301.89;20.30;307.07;13.70;183.01;17.28
2018;09;13;19;00;26.75;43.00;1016.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;220.72;17.37;304.02;19.73;308.33;11.90;183.47;21.60
2018;09;13;20;00;22.30;56.00;1016.80;0.00;0.00;0.00;0.00;0.00;0.00;47.49;39.16;15.58;303.69;23.98;311.35;9.69;211.33;21.24
2018;09;13;21;00;20.39;59.00;1017.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;12.26;310.24;24.29;320.41;9.00;253.74;21.24
2018;09;13;22;00;18.73;68.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;8.40;329.04;6.92;8.97;8.91;284.04;18.36
2018;09;13;23;00;18.07;66.00;1017.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.49;340.56;1.14;161.57;7.90;313.15;6.84
2018;09;14;00;00;17.75;60.00;1017.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.63;333.43;3.42;251.57;6.88;353.99;3.96
2018;09;14;01;00;17.39;56.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.35;335.56;1.84;168.69;7.20;36.87;2.88
2018;09;14;02;00;17.53;54.00;1016.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;3.08;339.44;6.13;139.76;9.03;66.50;4.68
2018;09;14;03;00;17.82;56.00;1016.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.10;329.04;5.15;155.22;9.69;74.93;6.48
2018;09;14;04;00;18.23;56.00;1015.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.31;321.34;2.52;180.00;10.45;91.97;3.60
2018;09;14;05;00;18.56;55.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.31;308.66;1.08;180.00;10.24;100.12;0.72
2018;09;14;06;00;18.76;55.00;1015.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;2.19;279.46;1.53;225.00;9.37;87.80;1.44
2018;09;14;07;00;18.65;56.00;1015.70;0.00;0.00;0.00;0.00;0.00;0.00;46.24;0.00;1.14;251.57;2.04;225.00;7.21;87.14;1.80
2018;09;14;08;00;19.90;52.00;1016.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;33.82;1.08;180.00;1.48;194.04;5.76;90.00;2.16
2018;09;14;09;00;23.11;42.00;1016.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;208.26;0.72;180.00;0.36;90.00;4.38;99.46;1.08
2018;09;14;10;00;26.73;33.00;1016.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;395.16;3.08;200.56;2.41;206.57;3.89;123.69;3.24
2018;09;14;11;00;28.66;30.00;1016.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;555.36;6.61;209.36;5.80;209.74;3.89;146.31;2.88
2018;09;14;12;00;28.45;33.00;1016.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;683.52;12.24;208.07;12.24;208.07;3.98;174.81;8.28
2018;09;14;13;00;28.19;42.00;1016.60;0.00;0.00;10.00;0.00;10.00;10.00;53.62;662.16;13.78;213.27;13.58;212.01;15.94;83.52;9.72
2018;09;14;14;00;29.19;42.00;1016.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;777.86;16.78;215.39;17.37;214.02;13.32;91.55;14.40
2018;09;14;15;00;31.17;37.00;1015.80;0.00;0.00;0.00;0.00;0.00;0.00;60.00;762.73;16.04;225.91;16.30;223.21;9.01;92.29;17.28
2018;09;14;16;00;33.50;25.00;1015.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;682.63;16.60;282.53;17.65;290.28;3.55;113.96;18.72
2018;09;14;17;00;31.54;24.00;1015.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;558.03;21.89;306.30;23.00;309.92;1.80;126.87;21.24
2018;09;14;18;00;29.67;27.00;1015.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;395.16;21.64;315.67;25.50;318.43;2.16;360.00;20.52
2018;09;14;19;00;27.95;28.00;1015.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;209.15;16.18;339.15;19.93;339.93;6.49;326.31;21.24
2018;09;14;20;00;24.59;36.00;1016.00;0.00;0.00;0.60;2.00;0.00;0.00;45.67;37.38;10.80;360.00;14.44;355.71;4.20;329.04;11.52
2018;09;14;21;00;22.73;38.00;1016.30;0.00;0.00;3.30;11.00;0.00;0.00;0.00;0.00;6.83;18.43;16.08;34.05;4.10;52.13;12.96
2018;09;14;22;00;21.83;42.00;1016.50;0.00;0.00;3.60;12.00;0.00;0.00;0.00;0.00;5.15;24.78;12.48;33.23;9.00;90.00;4.32
2018;09;14;23;00;20.48;49.00;1016.90;0.00;0.00;3.60;12.00;0.00;0.00;0.00;0.00;4.33;355.24;7.99;352.23;10.44;90.00;6.84
2018;09;15;00;00;19.95;48.00;1017.00;0.00;0.00;3.00;10.00;0.00;0.00;0.00;0.00;4.68;360.00;3.96;360.00;11.52;90.00;9.00
2018;09;15;01;00;20.22;46.00;1016.80;0.00;0.00;79.00;100.00;79.00;0.00;0.00;0.00;2.52;90.00;8.71;150.26;10.95;133.67;5.40
2018;09;15;02;00;20.32;50.00;1017.00;0.00;0.00;100.00;36.00;100.00;0.00;0.00;0.00;4.83;116.57;14.02;131.88;10.20;137.86;12.24
2018;09;15;03;00;19.86;57.00;1016.80;0.00;0.00;100.00;65.00;100.00;0.00;0.00;0.00;7.93;92.60;21.84;81.47;12.02;98.62;18.00
2018;09;15;04;00;20.53;52.00;1016.30;0.00;0.00;100.00;100.00;100.00;0.00;0.00;0.00;8.71;82.87;15.39;100.78;15.50;92.66;19.08
2018;09;15;05;00;20.78;63.00;1016.80;0.00;0.00;100.00;76.00;100.00;7.00;0.00;0.00;7.92;90.00;16.12;113.70;14.78;87.21;17.64
2018;09;15;06;00;20.74;74.00;1016.80;0.00;0.00;100.00;25.00;100.00;1.00;0.00;0.00;6.12;90.00;12.39;125.54;11.66;98.88;16.92
2018;09;15;07;00;20.88;74.00;1016.80;0.00;0.00;98.00;40.00;98.00;0.00;0.00;0.00;5.15;77.91;9.20;120.58;8.43;109.98;15.84
2018;09;15;08;00;21.88;67.00;1017.20;0.00;0.00;30.00;29.00;30.00;4.00;40.85;37.38;4.83;63.43;6.49;123.69;9.83;113.75;12.60
2018;09;15;09;00;23.69;61.00;1017.70;0.00;0.00;100.00;13.00;100.00;4.00;0.00;132.61;1.84;101.31;1.80;143.13;12.10;112.75;10.44
2018;09;15;10;00;24.09;59.00;1017.90;0.00;0.00;100.00;0.00;100.00;100.00;0.00;127.27;3.71;209.05;4.33;221.63;11.54;86.42;10.44
2018;09;15;11;00;24.53;59.00;1018.10;0.00;0.00;100.00;0.00;100.00;100.00;0.00;196.69;7.10;210.47;6.99;214.51;10.63;61.70;13.32
2018;09;15;12;00;26.37;54.00;1018.40;0.00;0.00;100.00;0.00;0.00;100.00;0.00;464.58;10.99;211.61;10.69;212.62;12.57;66.37;12.96
2018;09;15;13;00;28.14;43.00;1018.00;0.00;0.00;0.90;3.00;0.00;0.00;59.43;743.15;17.24;208.71;18.19;207.07;10.14;27.47;12.24
2018;09;15;14;00;28.08;44.00;1017.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;769.85;18.36;221.82;18.67;219.52;10.64;23.96;15.48
2018;09;15;15;00;27.76;46.00;1017.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;756.50;18.16;230.63;18.86;228.09;9.83;331.56;16.20
2018;09;15;16;00;27.75;47.00;1017.10;0.00;0.00;0.00;0.00;0.00;0.00;60.00;675.51;17.21;232.65;18.63;228.92;14.83;299.05;16.92
2018;09;15;17;00;28.43;46.00;1017.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;549.13;13.71;240.07;14.78;235.92;11.02;308.37;19.44
2018;09;15;18;00;28.90;44.00;1016.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;387.15;11.79;257.66;10.90;262.41;5.90;322.43;10.08
2018;09;15;19;00;27.87;44.00;1017.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;202.03;11.16;270.00;11.79;282.34;4.32;360.00;10.44
2018;09;15;20;00;24.61;54.00;1017.60;0.00;0.00;0.00;0.00;0.00;0.00;44.43;31.15;8.65;272.39;14.33;281.59;3.60;360.00;13.68
2018;09;15;21;00;22.43;62.00;1018.30;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.52;286.70;14.01;295.91;2.19;350.54;12.24
2018;09;15;22;00;20.67;68.00;1018.80;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;5.50;301.61;8.89;301.76;2.10;329.04;9.72
2018;09;15;23;00;19.66;74.00;1018.50;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.38;350.54;4.39;55.01;3.83;311.19;7.92
2018;09;16;00;00;19.89;73.00;1018.90;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;4.45;75.96;14.62;99.93;5.12;309.29;9.72
2018;09;16;01;00;19.57;78.00;1019.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.70;100.78;16.24;93.81;5.62;309.81;9.72
2018;09;16;02;00;18.44;80.00;1018.70;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.92;90.00;13.34;93.09;4.33;311.63;10.80
2018;09;16;03;00;18.00;71.00;1018.60;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.97;71.57;8.77;109.18;3.40;327.99;7.92
2018;09;16;04;00;18.63;65.00;1018.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;7.29;69.78;5.50;121.61;3.76;343.30;7.20
2018;09;16;05;00;19.21;64.00;1018.20;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.83;71.57;2.55;135.00;3.62;354.29;8.64
2018;09;16;06;00;19.32;63.00;1018.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;6.44;63.43;0.80;116.57;2.97;14.04;2.16
2018;09;16;07;00;19.29;62.00;1018.30;0.00;0.00;0.00;0.00;0.00;0.00;44.60;0.00;6.61;60.64;1.14;71.57;3.32;49.40;2.52
2018;09;16;08;00;20.91;57.00;1018.40;0.00;0.00;0.00;0.00;0.00;0.00;60.00;30.26;6.44;63.43;1.80;90.00;4.83;63.43;5.04
2018;09;16;09;00;24.91;49.00;1018.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;201.14;2.52;90.00;2.55;98.13;6.12;61.93;6.84
2018;09;16;10;00;26.34;55.00;1018.60;0.00;0.00;0.00;0.00;0.00;0.00;60.00;386.26;10.32;150.75;11.92;151.11;7.29;57.09;11.88
2018;09;16;11;00;26.92;56.00;1018.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;546.46;14.37;157.93;16.27;155.14;10.51;51.95;15.48
2018;09;16;12;00;27.28;55.00;1018.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;673.73;15.83;162.80;17.78;158.63;13.10;52.82;18.00
2018;09;16;13;00;27.49;55.00;1018.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;753.83;14.51;172.87;15.75;169.46;12.96;90.00;14.76
2018;09;16;14;00;27.64;55.00;1018.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;779.64;13.32;180.00;14.04;178.53;14.76;90.00;12.60
2018;09;16;15;00;27.63;55.00;1017.50;0.00;0.00;0.00;0.00;0.00;0.00;60.00;750.27;11.87;194.04;12.43;190.01;15.91;95.19;11.88
2018;09;16;16;00;27.37;57.00;1017.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;669.28;11.49;212.20;11.92;208.89;14.97;80.31;10.80
2018;09;16;17;00;26.96;58.00;1016.90;0.00;0.00;0.00;0.00;0.00;0.00;60.00;543.79;11.30;232.77;11.53;231.34;16.07;74.41;9.72
2018;09;16;18;00;26.52;59.00;1016.20;0.00;0.00;0.00;0.00;0.00;0.00;60.00;381.81;11.04;250.97;11.17;249.23;15.88;86.10;8.28
2018;09;16;19;00;26.83;56.00;1015.90;0.00;0.00;1.50;5.00;0.00;0.00;59.04;207.37;10.90;277.59;11.30;279.16;16.98;85.14;10.80
2018;09;16;20;00;25.15;60.00;1016.20;0.00;0.00;7.50;25.00;0.00;0.00;39.47;34.71;13.98;325.49;20.87;327.68;15.98;75.65;13.32
2018;09;16;21;00;23.68;65.00;1016.40;0.00;0.00;13.80;46.00;0.00;0.00;0.00;0.00;10.70;340.35;19.01;341.22;17.53;70.82;13.32
2018;09;16;22;00;22.56;69.00;1016.70;0.00;0.00;6.60;22.00;0.00;0.00;0.00;0.00;7.24;354.29;4.90;17.10;20.99;84.09;16.56
2018;09;16;23;00;21.88;69.00;1016.50;0.00;0.00;2.10;7.00;0.00;0.00;0.00;0.00;6.48;360.00;6.76;334.80;21.03;83.12;16.92
2018;09;17;00;00;21.12;70.00;1016.70;0.00;0.00;8.10;27.00;0.00;0.00;0.00;0.00;3.96;360.00;3.71;330.95;19.08;90.00;12.96
2018;09;17;01;00;20.38;72.00;1016.50;0.00;0.00;7.80;26.00;0.00;0.00;0.00;0.00;0.36;90.00;1.80;180.00;13.34;93.09;2.88
2018;09;17;02;00;19.96;74.00;1015.60;0.00;0.00;6.00;20.00;0.00;0.00;0.00;0.00;6.49;123.69;10.81;150.02;11.16;90.00;6.84
2018;09;17;03;00;18.94;77.00;1015.70;0.00;0.00;5.10;17.00;0.00;0.00;0.00;0.00;8.67;94.76;11.53;141.34;11.09;76.87;13.68
2018;09;17;04;00;18.90;65.00;1015.20;0.00;0.00;4.50;15.00;0.00;0.00;0.00;0.00;8.22;61.19;8.40;80.13;11.77;66.57;11.52
2018;09;17;05;00;19.64;59.00;1015.00;0.00;0.00;3.60;12.00;0.00;0.00;0.00;0.00;9.29;54.46;14.80;71.57;12.77;68.50;14.40
2018;09;17;06;00;19.43;64.00;1014.80;0.00;0.00;0.60;2.00;0.00;0.00;0.00;0.00;10.25;71.57;16.78;112.71;14.92;81.67;12.60
2018;09;17;07;00;19.54;79.00;1015.00;0.00;0.00;0.00;0.00;0.00;0.00;43.77;0.00;9.42;83.42;15.27;135.00;16.75;98.65;15.12
2018;09;17;08;00;21.78;68.00;1015.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;29.37;9.45;72.26;15.70;126.61;16.39;109.23;20.16
2018;09;17;09;00;26.71;51.00;1015.30;0.00;0.00;0.00;0.00;0.00;0.00;60.00;198.47;6.57;99.46;11.59;126.16;18.09;121.16;13.32
2018;09;17;10;00;28.24;46.00;1015.00;0.00;0.00;0.00;0.00;0.00;0.00;60.00;383.59;16.14;141.34;18.44;141.34;19.19;113.20;19.80
2018;09;17;11;00;28.98;44.00;1014.70;0.00;0.00;0.00;0.00;0.00;0.00;60.00;543.79;16.58;152.88;19.20;149.59;20.72;97.99;22.32
